Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Calendar Year,Calendar Month Number
2018-10-30,15846671798134.71,5853309587843.46,21699981385978.17,2018,10
2018-10-29,15846152253420.64,5851350468661.91,21697502722082.55,2018,10
2018-10-26,15845407035413.31,5849499890835.88,21694906926249.19,2018,10
2018-10-25,15845223164100.09,5850526930991.36,21695750095091.45,2018,10
2018-10-24,15826071390358.14,5844990899654.66,21671062290012.80,2018,10
2018-10-23,15825728864647.49,5856717723223.24,21682446587870.73,2018,10
2018-10-22,15824963456613.58,5849720257012.41,21674683713625.99,2018,10
2018-10-19,15825176112961.61,5846300361587.61,21671476474549.22,2018,10
2018-10-18,15825099760429.78,5847353829808.34,21672453590238.12,2018,10
2018-10-17,15809608630056.09,5844184431594.71,21653793061650.80,2018,10
2018-10-16,15808169762613.25,5853547559836.20,21661717322449.45,2018,10
2018-10-15,15808042797177.88,5846107612308.51,21654150409486.39,2018,10
2018-10-12,15758680611978.07,5839260692904.07,21597941304882.14,2018,10
2018-10-11,15758217686596.07,5831795748131.32,21590013434727.39,2018,10
2018-10-10,15757049312093.23,5837389007208.42,21594438319301.65,2018,10
2018-10-09,15756516575709.51,5845769340568.87,21602285916278.38,2018,10
2018-10-05,15756716707940.54,5842576353846.43,21599293061786.97,2018,10
2018-10-04,15757097388254.30,5842279956828.06,21599377345082.36,2018,10
2018-10-03,15771616169602.68,5833747244866.48,21605363414469.16,2018,10
2018-10-02,15771880350593.91,5846931706556.80,21618812057150.71,2018,10
2018-10-01,15771323483176.73,5835624900369.55,21606948383546.28,2018,10
2018-09-28,15761154524132.45,5754903659047.78,21516058183180.23,2018,09
2018-09-27,15732905321143.44,5698981813553.02,21431887134696.46,2018,09
2018-09-26,15761091412843.05,5709968280566.15,21471059693409.20,2018,09
2018-09-25,15761483505663.41,5721291402230.08,21482774907893.49,2018,09
2018-09-24,15761155977944.00,5714363456529.53,21475519434473.53,2018,09
2018-09-21,15761069405045.17,5705666771089.29,21466736176134.46,2018,09
2018-09-20,15760417329521.12,5707051193365.25,21467468522886.37,2018,09
2018-09-19,15793043986475.03,5701254995402.31,21494298981877.34,2018,09
2018-09-18,15793118193325.11,5706053419004.12,21499171612329.23,2018,09
2018-09-17,15791990035112.85,5698895661181.29,21490885696294.14,2018,09
2018-09-14,15743000280989.59,5689243234570.09,21432243515559.68,2018,09
2018-09-13,15743158194716.41,5689384057393.04,21432542252109.45,2018,09
2018-09-12,15764643670319.71,5686133968197.90,21450777638517.61,2018,09
2018-09-11,15765919908647.53,5700320315117.45,21466240223764.98,2018,09
2018-09-10,15766124319572.62,5693666077734.05,21459790397306.67,2018,09
2018-09-07,15766469303541.80,5690013804721.04,21456483108262.84,2018,09
2018-09-06,15766687580863.66,5687902301488.44,21454589882352.10,2018,09
2018-09-05,15784640443924.65,5686428122939.52,21471068566864.17,2018,09
2018-09-04,15784224420723.73,5671125323563.57,21455349744287.30,2018,09
2018-08-31,15785389142392.19,5673460531712.84,21458849674105.03,2018,08
2018-08-30,15733949377988.37,5708518277125.94,21442467655114.31,2018,08
2018-08-29,15729402444459.44,5710016523862.04,21439418968321.48,2018,08
2018-08-28,15729416547573.57,5712361507279.67,21441778054853.24,2018,08
2018-08-27,15728682728474.30,5705827067279.00,21434509795753.30,2018,08
2018-08-24,15728711190338.12,5699204695745.74,21427915886083.86,2018,08
2018-08-23,15729790225795.17,5698174465587.02,21427964691382.19,2018,08
2018-08-22,15710916490774.11,5695852638495.16,21406769129269.27,2018,08
2018-08-21,15709668196755.19,5709821505658.07,21419489702413.26,2018,08
2018-08-20,15709290599127.17,5704306134188.17,21413596733315.34,2018,08
2018-08-17,15709394160830.51,5701987835087.16,21411381995917.67,2018,08
2018-08-16,15709902523901.14,5697296400427.32,21407198924328.46,2018,08
2018-08-15,15673102568890.70,5699233293827.56,21372335862718.26,2018,08
2018-08-14,15647844389253.73,5703725766420.23,21351570155673.96,2018,08
2018-08-13,15647722916074.19,5697369600637.42,21345092516711.61,2018,08
2018-08-10,15645938133938.85,5694367726774.41,21340305860713.26,2018,08
2018-08-09,15645895970967.24,5696284467083.12,21342180438050.36,2018,08
2018-08-08,15604133297699.72,5694478354400.05,21298611652099.77,2018,08
2018-08-07,15603813170007.85,5706122717053.15,21309935887061.00,2018,08
2018-08-06,15603767379478.33,5701628977652.89,21305396357131.22,2018,08
2018-08-03,15603529858901.33,5696355162538.84,21299885021440.17,2018,08
2018-08-02,15603785459719.54,5709496021253.16,21313281480972.70,2018,08
2018-08-01,15566616303580.77,5698227391541.11,21264843695121.88,2018,08
2018-07-31,15569493125391.06,5743567934811.30,21313061060202.36,2018,07
2018-07-30,15566249059692.69,5733087840947.30,21299336900639.99,2018,07
2018-07-27,15565835238260.36,5732694519900.03,21298529758160.39,2018,07
2018-07-26,15565709540458.06,5732915973388.41,21298625513846.47,2018,07
2018-07-25,15538268632355.25,5727196452922.87,21265465085278.12,2018,07
2018-07-24,15536640027940.81,5734607772599.20,21271247800540.01,2018,07
2018-07-23,15536461354753.53,5727346589639.24,21263807944392.77,2018,07
2018-07-20,15535879115989.86,5724772734127.89,21260651850117.75,2018,07
2018-07-19,15535663966290.66,5724334431804.26,21259998398094.92,2018,07
2018-07-18,15512748584872.01,5728115197216.94,21240863782088.95,2018,07
2018-07-17,15512500347731.11,5742914138752.30,21255414486483.41,2018,07
2018-07-16,15512046919636.02,5731325924435.80,21243372844071.82,2018,07
2018-07-13,15484166924361.90,5726582785623.48,21210749709985.38,2018,07
2018-07-12,15483825394034.71,5727347778794.19,21211173172828.90,2018,07
2018-07-11,15482229910418.34,5725570990542.90,21207800900961.24,2018,07
2018-07-10,15481784545311.01,5734616605326.28,21216401150637.29,2018,07
2018-07-09,15481266285833.27,5726852128390.25,21208118414223.52,2018,07
2018-07-06,15480348690775.16,5725610554832.78,21205959245607.94,2018,07
2018-07-05,15480335133615.97,5722437764873.09,21202772898489.06,2018,07
2018-07-03,15479809288773.33,5721136903063.24,21200946191836.57,2018,07
2018-07-02,15478025973800.28,5728243860182.99,21206269833983.27,2018,07
2018-06-29,15466564313316.59,5728505322006.22,21195069635322.81,2018,06
2018-06-28,15445344838811.38,5683654980609.91,21128999819421.29,2018,06
2018-06-27,15449872082325.55,5682594916023.15,21132466998348.70,2018,06
2018-06-26,15450003820829.99,5699675666649.04,21149679487479.03,2018,06
2018-06-25,15449788829355.28,5690264848112.51,21140053677467.79,2018,06
2018-06-22,15449506168261.43,5681094715584.76,21130600883846.19,2018,06
2018-06-21,15450298737509.93,5680505325344.89,21130804062854.82,2018,06
2018-06-20,15453996649404.43,5680214074001.41,21134210723405.84,2018,06
2018-06-19,15453853338440.76,5691922910374.59,21145776248815.35,2018,06
2018-06-18,15453290390614.64,5678261774507.02,21131552165121.66,2018,06
2018-06-15,15452782944214.64,5671077059562.36,21123860003777.00,2018,06
2018-06-14,15411279777643.93,5669520691418.60,21080800469062.53,2018,06
2018-06-13,15420891746855.51,5665904981208.19,21086796728063.70,2018,06
2018-06-12,15420381069951.78,5679108858740.45,21099489928692.23,2018,06
2018-06-11,15420109283609.04,5672830188653.26,21092939472262.30,2018,06
2018-06-08,15419575371855.33,5669544814167.62,21089120186022.95,2018,06
2018-06-07,15419090263839.35,5681014484078.07,21100104747917.42,2018,06
2018-06-06,15425885426743.22,5676467447251.19,21102352873994.41,2018,06
2018-06-05,15425827743823.57,5675531809567.35,21101359553390.92,2018,06
2018-06-04,15425286518774.78,5665501666265.12,21090788185039.90,2018,06
2018-06-01,15424755242677.00,5658346598413.82,21083101841090.82,2018,06
2018-05-31,15426913434471.75,5718301751254.52,21145215185726.27,2018,05
2018-05-30,15398772154071.18,5706944532937.24,21105716687008.42,2018,05
2018-05-29,15398397888265.23,5704683341889.39,21103081230154.62,2018,05
2018-05-25,15397587847773.78,5702559649133.35,21100147496907.13,2018,05
2018-05-24,15381628979338.11,5704894125365.33,21086523104703.44,2018,05
2018-05-23,15372610113506.17,5710350800710.97,21082960914217.14,2018,05
2018-05-22,15372575574992.69,5722070807043.84,21094646382036.53,2018,05
2018-05-21,15372445671093.83,5713499061614.02,21085944732707.85,2018,05
2018-05-18,15372216324852.68,5708441246763.17,21080657571615.85,2018,05
2018-05-17,15372037003890.66,5708874537411.15,21080911541301.81,2018,05
2018-05-16,15365901408525.02,5708072119140.02,21073973527665.04,2018,05
2018-05-15,15365492662887.04,5720270601621.96,21085763264509.00,2018,05
2018-05-14,15341597388589.64,5712735962991.53,21054333351581.17,2018,05
2018-05-11,15340882566316.37,5709757145907.76,21050639712224.13,2018,05
2018-05-10,15340545306320.27,5710277287581.36,21050822593901.63,2018,05
2018-05-09,15333538439277.22,5707470173475.17,21041008612752.39,2018,05
2018-05-08,15333103857455.40,5721661636984.33,21054765494439.73,2018,05
2018-05-07,15332140579833.99,5712026059742.74,21044166639576.73,2018,05
2018-05-04,15331483065177.68,5706479844144.66,21037962909322.34,2018,05
2018-05-03,15331188299570.49,5702519425215.78,21033707724786.27,2018,05
2018-05-02,15333904680989.11,5711424354482.74,21045329035471.85,2018,05
2018-05-01,15333841267986.47,5696788712069.50,21030629980055.97,2018,05
2018-04-30,15335128360141.59,5733071837291.80,21068200197433.39,2018,04
2018-04-27,15335311552244.69,5718050545505.46,21053362097750.15,2018,04
2018-04-26,15335203460011.52,5720294834415.38,21055498294426.90,2018,04
2018-04-25,15343166694572.03,5716433407724.69,21059600102296.72,2018,04
2018-04-24,15341956513722.33,5720437493776.82,21062394007499.15,2018,04
2018-04-23,15341604906024.08,5701712833866.53,21043317739890.61,2018,04
2018-04-20,15341934608555.27,5696754480733.25,21038689089288.52,2018,04
2018-04-19,15341717338928.25,5693773160133.77,21035490499062.02,2018,04
2018-04-18,15383525794902.60,5696299827559.11,21079825622461.71,2018,04
2018-04-17,15382829721962.65,5695471529022.77,21078301250985.42,2018,04
2018-04-16,15382519365712.58,5688447055185.07,21070966420897.65,2018,04
2018-04-13,15396372854511.25,5667057298759.77,21063430153271.02,2018,04
2018-04-12,15396109712391.53,5666372635184.52,21062482347576.05,2018,04
2018-04-11,15457761371722.06,5664072569725.80,21121833941447.86,2018,04
2018-04-10,15457815316605.78,5676976268439.97,21134791585045.75,2018,04
2018-04-09,15457541524162.47,5669433935050.19,21126975459212.66,2018,04
2018-04-06,15456890388302.00,5663438099980.31,21120328488282.31,2018,04
2018-04-05,15456579589403.90,5663936625228.62,21120516214632.52,2018,04
2018-04-04,15458648483778.93,5659533194871.74,21118181678650.67,2018,04
2018-04-03,15458246704805.32,5658789858569.16,21117036563374.48,2018,04
2018-04-02,15457245026801.38,5662183140332.94,21119428167134.32,2018,04
2018-03-30,15428010045518.83,5661632908677.02,21089642954195.85,2018,03
2018-03-29,15428254601550.10,5685321954286.35,21113576555836.45,2018,03
2018-03-28,15391333188300.65,5679790793491.70,21071123981792.35,2018,03
2018-03-27,15390843839115.40,5694165118957.03,21085008958072.43,2018,03
2018-03-26,15390217086112.81,5687787209119.18,21078004295231.99,2018,03
2018-03-23,15389677444847.01,5679233718867.99,21068911163715.00,2018,03
2018-03-22,15389237897601.57,5675917956367.31,21065155853968.88,2018,03
2018-03-21,15359114729978.59,5673570403194.64,21032685133173.23,2018,03
2018-03-20,15358774462932.23,5691634549786.49,21050409012718.72,2018,03
2018-03-19,15358184981435.08,5686238385395.58,21044423366830.66,2018,03
2018-03-16,15357470261453.12,5676639132641.65,21034109394094.77,2018,03
2018-03-15,15356367776113.95,5674699228652.30,21031067004766.25,2018,03
2018-03-14,15285211732275.09,5673019203914.54,20958230936189.63,2018,03
2018-03-13,15285267594523.09,5687542172962.25,20972809767485.34,2018,03
2018-03-12,15284841397164.91,5677375619651.25,20962217016816.16,2018,03
2018-03-09,15283143110463.34,5673893988809.08,20957037099272.42,2018,03
2018-03-08,15282833768576.52,5674481063044.96,20957314831621.48,2018,03
2018-03-07,15209278050307.27,5670590187614.76,20879868237922.03,2018,03
2018-03-06,15208803986989.88,5670011108136.66,20878815095126.54,2018,03
2018-03-05,15208405967711.00,5664350609850.62,20872756577561.62,2018,03
2018-03-02,15207675011661.06,5660051879093.52,20867726890754.58,2018,03
2018-03-01,15206808829608.28,5667626699919.28,20874435529527.56,2018,03
2018-02-28,15150589235512.83,5705082307393.12,20855671542905.95,2018,02
2018-02-27,15127327928607.23,5710860989824.91,20838188918432.14,2018,02
2018-02-26,15126091134846.28,5702866621639.34,20828957756485.62,2018,02
2018-02-23,15125266413158.17,5695598860950.92,20820865274109.09,2018,02
2018-02-22,15110482929984.67,5694515695502.88,20804998625487.55,2018,02
2018-02-21,15068301864620.73,5695171799962.48,20763473664583.21,2018,02
2018-02-20,15068459260605.44,5701039199976.50,20769498460581.94,2018,02
2018-02-16,15067669907305.63,5692488169025.05,20760158076330.68,2018,02
2018-02-15,15018135646693.34,5692067963556.40,20710203610249.74,2018,02
2018-02-14,14984392864937.32,5685213436247.58,20669606301184.90,2018,02
2018-02-13,14982497795737.89,5699328006707.53,20681825802445.42,2018,02
2018-02-12,14982037239613.26,5691879130981.60,20673916370594.86,2018,02
2018-02-09,14981023162801.12,5688056245607.00,20669079408408.12,2018,02
2018-02-08,14824326747989.38,5670311228891.24,20494637976880.62,2018,02
2018-02-07,14828998363221.32,5665086338007.41,20494084701228.73,2018,02
2018-02-06,14828789437986.14,5665375613618.36,20494165051604.50,2018,02
2018-02-05,14835522073981.73,5658723326602.59,20494245400584.32,2018,02
2018-02-02,14840770479944.57,5653715965098.28,20494486445042.85,2018,02
2018-02-01,14836157468843.40,5658409421362.67,20494566890206.07,2018,02
2018-01-31,14803169732410.16,5690560189529.56,20493729921939.72,2018,01
2018-01-30,14802029321616.22,5690998629808.00,20493027951424.22,2018,01
2018-01-29,14806706033461.15,5686401012565.69,20493107046026.84,2018,01
2018-01-26,14807511435613.17,5685832897576.38,20493344333189.55,2018,01
2018-01-25,14805838434927.69,5687584988879.50,20493423423807.19,2018,01
2018-01-24,14814662992793.42,5678288844421.64,20492951837215.06,2018,01
2018-01-23,14802828641713.67,5690201349911.09,20493029991624.76,2018,01
2018-01-22,14810806301617.72,5682301843025.41,20493108144643.13,2018,01
2018-01-19,14813369408285.16,5679973214593.47,20493342622878.63,2018,01
2018-01-18,14816444600791.45,5676976164528.54,20493420765319.99,2018,01
2018-01-17,14812558278590.67,5680381041733.37,20492939320324.04,2018,01
2018-01-16,14813999132114.82,5679017246299.30,20493016378414.12,2018,01
2018-01-12,14825672834831.30,5667651702074.66,20493324536905.96,2018,01
2018-01-11,14825224222475.65,5668177352488.42,20493401574964.07,2018,01
2018-01-10,14827221796500.48,5665697408373.98,20492919204874.46,2018,01
2018-01-09,14814465039163.88,5678529504082.20,20492994543246.08,2018,01
2018-01-08,14822328754573.94,5670741125671.43,20493069880245.37,2018,01
2018-01-05,14825245220953.68,5668050667851.27,20493295888804.95,2018,01
2018-01-04,14829337499091.95,5664033721346.64,20493371220438.59,2018,01
2018-01-03,14830821875020.65,5661704170577.53,20492526045598.18,2018,01
2018-01-02,14832791508804.58,5659807253056.03,20492598761860.61,2018,01
2017-12-29,14814721127803.77,5678025418389.98,20492746546193.75,2017,12
2017-12-28,14868636178621.04,5624318395390.82,20492954574011.86,2017,12
2017-12-27,14862808365456.60,5629704149394.40,20492512514851.00,2017,12
2017-12-26,14861711360306.43,5630873550993.88,20492584911300.31,2017,12
2017-12-22,14867653982349.78,5625220509932.80,20492874492282.58,2017,12
2017-12-21,14874300693417.93,5618646188698.41,20492946882116.34,2017,12
2017-12-20,14872404179962.78,5620119378124.77,20492523558087.55,2017,12
2017-12-19,14859375221697.58,5633219355170.59,20492594576868.17,2017,12
2017-12-18,14871115134574.13,5621550538825.78,20492665673399.91,2017,12
2017-12-15,14876465319221.51,5616413400705.80,20492878719927.31,2017,12
2017-12-14,14875266962033.88,5617682770178.48,20492949732212.36,2017,12
2017-12-13,14865185323828.93,5622317179787.33,20487502503616.26,2017,12
2017-12-12,14864589132682.79,5628018800183.84,20492607932866.63,2017,12
2017-12-11,14864791729195.87,5627886010973.41,20492677740169.28,2017,12
2017-12-08,14864901290186.69,5627985905382.45,20492887195569.14,2017,12
2017-12-07,14905960878769.59,5635140632474.66,20541101511244.25,2017,12
2017-12-06,14913765477253.30,5632676363419.12,20546441840672.42,2017,12
2017-12-05,14913709643612.75,5632913935590.77,20546623579203.52,2017,12
2017-12-04,14914001967724.12,5626358389132.93,20540360356857.05,2017,12
2017-12-01,14914017544075.96,5617828676137.66,20531846220213.62,2017,12
2017-11-30,14918713237390.02,5671678704922.24,20590391942312.26,2017,11
2017-11-29,14902566209169.93,5661601162566.77,20564167371736.70,2017,11
2017-11-28,14902207939416.99,5665729024781.07,20567936964198.06,2017,11
2017-11-27,14901318823430.05,5662359743024.27,20563678566454.32,2017,11
2017-11-24,14900676192116.56,5656602880573.99,20557279072690.55,2017,11
2017-11-22,14881227677647.08,5652152263158.39,20533379940805.47,2017,11
2017-11-21,14881051281288.87,5665875273178.91,20546926554467.78,2017,11
2017-11-20,14879996080226.06,5658367304749.70,20538363384975.76,2017,11
2017-11-17,14879382020564.05,5654637342426.52,20534019362990.57,2017,11
2017-11-16,14878274733915.74,5650935482753.11,20529210216668.85,2017,11
2017-11-15,14860504463573.10,5646841219465.58,20507345683038.68,2017,11
2017-11-14,14845581756782.57,5658004536525.80,20503586293308.37,2017,11
2017-11-13,14845405544955.47,5652478409549.90,20497883954505.37,2017,11
2017-11-10,14844847254488.20,5622528410267.12,20467375664755.32,2017,11
2017-11-09,14844966680594.30,5651125942218.23,20496092622812.53,2017,11
2017-11-08,14823147147125.58,5648908429793.13,20472055576918.71,2017,11
2017-11-07,14823047871224.46,5659208033399.90,20482255904624.36,2017,11
2017-11-06,14822172493990.24,5652677544564.30,20474850038554.54,2017,11
2017-11-03,14821576459075.11,5647433738272.85,20469010197347.96,2017,11
2017-11-02,14821642013459.12,5663307574868.24,20484949588327.36,2017,11
2017-11-01,14799846092284.06,5653441941354.77,20453288033638.83,2017,11
2017-10-31,14751446096800.09,5691027453089.30,20442473549889.39,2017,10
2017-10-30,14772105054082.36,5681263828026.98,20453368882109.34,2017,10
2017-10-27,14771761981329.47,5682375506683.18,20454137488012.65,2017,10
2017-10-26,14770807412108.47,5682437730684.15,20453245142792.62,2017,10
2017-10-25,14752404082815.06,5687282519243.60,20439686602058.66,2017,10
2017-10-24,14752220482289.41,5691234938952.10,20443455421241.51,2017,10
2017-10-23,14751842197140.46,5683797149680.57,20435639346821.03,2017,10
2017-10-20,14751548923140.46,5680485341971.32,20432034265111.78,2017,10
2017-10-19,14751485824572.24,5681930190411.20,20433416014983.44,2017,10
2017-10-18,14739697415648.19,5683673009700.70,20423370425348.89,2017,10
2017-10-17,14739562952258.94,5693830747430.42,20433393699689.36,2017,10
2017-10-16,14739245430435.61,5683726932678.68,20422972363114.29,2017,10
2017-10-13,14709006397087.96,5675187625108.08,20384194022196.04,2017,10
2017-10-12,14709162273815.65,5673016383243.91,20382178657059.56,2017,10
2017-10-11,14703235756668.05,5672261747242.54,20375497503910.59,2017,10
2017-10-10,14702512422837.40,5680659058141.40,20383171480978.80,2017,10
2017-10-06,14702051155625.84,5671180256537.12,20373231412162.96,2017,10
2017-10-05,14699886899813.05,5671286502639.18,20371173402452.23,2017,10
2017-10-04,14678619924422.85,5668028257215.06,20346648181637.91,2017,10
2017-10-03,14678605049125.80,5665146138982.01,20343751188107.81,2017,10
2017-10-02,14679489825137.65,5668312511340.15,20347802336477.80,2017,10
2017-09-29,14673428663140.94,5571471352912.57,20244900016053.51,2017,09
2017-09-28,14649194898519.78,5554473955287.98,20203668853807.76,2017,09
2017-09-27,14632295977672.22,5556653461561.41,20188949439233.63,2017,09
2017-09-26,14632474734832.72,5568253805415.55,20200728540248.27,2017,09
2017-09-25,14630071008794.37,5560122316121.53,20190193324915.90,2017,09
2017-09-22,14630331480226.74,5551652668735.00,20181984148961.74,2017,09
2017-09-21,14628384646682.33,5551385212284.89,20179769858967.22,2017,09
2017-09-20,14615129910868.64,5549678200641.26,20164808111509.90,2017,09
2017-09-19,14613433326528.05,5559770521150.39,20173203847678.44,2017,09
2017-09-18,14611842621457.12,5548586373662.92,20160428995120.04,2017,09
2017-09-15,14611034425087.68,5542533460806.59,20153567885894.27,2017,09
2017-09-14,14627258513577.20,5538208163557.51,20165466677134.71,2017,09
2017-09-13,14624323575931.90,5535685753745.91,20160009329677.81,2017,09
2017-09-12,14624438900751.01,5549066963311.24,20173505864062.25,2017,09
2017-09-11,14624241429758.93,5541451312230.98,20165692741989.91,2017,09
2017-09-08,14622661213046.99,5539515584857.14,20162176797904.13,2017,09
2017-09-07,14410076163680.58,5434510797926.54,19844586961607.12,2017,09
2017-09-06,14411300801153.53,5433031596205.00,19844332397358.53,2017,09
2017-09-05,14418693678455.88,5425696570659.58,19844390249115.46,2017,09
2017-09-01,14428250468926.45,5416371174602.17,19844621643528.62,2017,09
2017-08-31,14381561995497.24,5462971446427.15,19844533441924.39,2017,08
2017-08-30,14393272109801.02,5451488258564.91,19844760368365.93,2017,08
2017-08-29,14388580918004.16,5456236119764.97,19844817037769.13,2017,08
2017-08-28,14394393337425.27,5450480368395.16,19844873705820.43,2017,08
2017-08-25,14397469719185.39,5447573984758.44,19845043703943.83,2017,08
2017-08-24,14398771600092.09,5446328767032.00,19845100367124.09,2017,08
2017-08-23,14396462390129.16,5448386994538.20,19844849384667.36,2017,08
2017-08-22,14385378835100.31,5459527064260.12,19844905899360.43,2017,08
2017-08-21,14391211068090.47,5453751344613.15,19844962412703.62,2017,08
2017-08-18,14394276377882.40,5450855569155.67,19845131947038.07,2017,08
2017-08-17,14393928425569.18,5451260034597.59,19845188460166.77,2017,08
2017-08-16,14398781543011.79,5445902386051.67,19844683929063.46,2017,08
2017-08-15,14387623664389.71,5457116043627.46,19844739708017.17,2017,08
2017-08-14,14397795363378.02,5447000683363.61,19844796046741.63,2017,08
2017-08-11,14401003833986.93,5443961315795.02,19844965149781.95,2017,08
2017-08-10,14398550007057.28,5446471507886.88,19845021514944.16,2017,08
2017-08-09,14399959755350.13,5444790035888.08,19844749791238.21,2017,08
2017-08-08,14385877714057.05,5458927549326.83,19844805263383.88,2017,08
2017-08-07,14394023898661.97,5450836835512.12,19844860734174.09,2017,08
2017-08-04,14397065676211.26,5447961462224.19,19845027138435.45,2017,08
2017-08-03,14398480541692.57,5446602062169.73,19845082603862.30,2017,08
2017-08-02,14385610981667.42,5459197450989.33,19844808432656.75,2017,08
2017-08-01,14393440219244.75,5451422700760.69,19844862920005.44,2017,08
2017-07-31,14360944436689.72,5483964552527.37,19844908989217.09,2017,07
2017-07-28,14375370231864.01,5469514787176.07,19844885019040.08,2017,07
2017-07-27,14358389871592.54,5486549068758.83,19844938940351.37,2017,07
2017-07-26,14355682166713.97,5488970342372.95,19844652509086.92,2017,07
2017-07-25,14345435234979.05,5499269995749.96,19844705230729.01,2017,07
2017-07-24,14354951912764.08,5489806038254.93,19844757951019.01,2017,07
2017-07-21,14357122300739.78,5487793826687.36,19844916127427.14,2017,07
2017-07-20,14357665909846.36,5487302942306.22,19844968852152.58,2017,07
2017-07-19,14360485538680.47,5483972668758.09,19844458207438.56,2017,07
2017-07-18,14347253370973.98,5497256034477.27,19844509405451.25,2017,07
2017-07-17,14358888072664.52,5485672529453.00,19844560602117.52,2017,07
2017-07-14,14364402489706.43,5480311695435.18,19844714185141.61,2017,07
2017-07-13,14363442518675.95,5481322892609.30,19844765411285.25,2017,07
2017-07-12,14364884958326.67,5479610905839.49,19844495864166.16,2017,07
2017-07-11,14352258511505.05,5492287574761.77,19844546086266.82,2017,07
2017-07-10,14358799042021.70,5485797264982.98,19844596307004.68,2017,07
2017-07-07,14359968840515.11,5484778120556.44,19844746961071.55,2017,07
2017-07-06,14362806936835.64,5481990239638.33,19844797176473.97,2017,07
2017-07-05,14363321751422.49,5481203594889.85,19844525346312.34,2017,07
2017-07-03,14377732162346.22,5466891718910.72,19844623881256.94,2017,07
2017-06-30,14366186344565.70,5478367838085.63,19844554182651.33,2017,06
2017-06-29,14307903159240.91,5538439733851.63,19846342893092.54,2017,06
2017-06-28,14306866755383.15,5539213290244.32,19846080045627.47,2017,06
2017-06-27,14292036016954.82,5554092606167.69,19846128623122.51,2017,06
2017-06-26,14297090967426.01,5549086231832.33,19846177199258.34,2017,06
2017-06-23,14306066164695.03,5540256775785.60,19846322940480.63,2017,06
2017-06-22,14306623483151.17,5539748029471.99,19846371512623.16,2017,06
2017-06-21,14307331533813.17,5538532407029.13,19845863940842.30,2017,06
2017-06-20,14296913903538.28,5548997741997.13,19845911645535.41,2017,06
2017-06-19,14305304199019.39,5540655149851.73,19845959348871.12,2017,06
2017-06-16,14313434126568.61,5532668326283.71,19846102452852.32,2017,06
2017-06-15,14314984967385.68,5531165183458.24,19846150150843.92,2017,06
2017-06-14,14322550697917.05,5523341859950.47,19845892557867.52,2017,06
2017-06-13,14310161582491.87,5535778583326.44,19845940165818.31,2017,06
2017-06-12,14317140258384.63,5528847585247.97,19845987843632.60,2017,06
2017-06-09,14318610148902.96,5527520506435.96,19846130655338.92,2017,06
2017-06-08,14319152866986.73,5527025389596.60,19846178256583.33,2017,06
2017-06-07,14329788638956.65,5516135161195.92,19845923800152.57,2017,06
2017-06-06,14329360203171.01,5516610403310.69,19845970606481.70,2017,06
2017-06-05,14337243673967.65,5508773737489.54,19846017411457.19,2017,06
2017-06-02,14342786315926.62,5503371503511.75,19846157819438.37,2017,06
2017-06-01,14328615932043.56,5517588688658.78,19846204620702.34,2017,06
2017-05-31,14298976496221.59,5546965420673.08,19845941916894.67,2017,05
2017-05-30,14312801559793.79,5533403184774.73,19846204744568.52,2017,05
2017-05-26,14311671308879.32,5534714734407.13,19846386043286.45,2017,05
2017-05-25,14310717895584.25,5535713469354.45,19846431364938.70,2017,05
2017-05-24,14310454613226.92,5535491198487.41,19845945811714.33,2017,05
2017-05-23,14301899119121.59,5544090957561.60,19845990076683.19,2017,05
2017-05-22,14309116236183.17,5536918104118.74,19846034340301.91,2017,05
2017-05-19,14313167095859.27,5533000028254.81,19846167124114.08,2017,05
2017-05-18,14311291738645.75,5534919645563.40,19846211384209.15,2017,05
2017-05-17,14309172224133.79,5536793669677.57,19845965893811.36,2017,05
2017-05-16,14300695191344.14,5545314261926.62,19846009453270.76,2017,05
2017-05-15,14306961280598.89,5539091730782.91,19846053011381.80,2017,05
2017-05-12,14310534454246.45,5535649265609.06,19846183719855.51,2017,05
2017-05-11,14310969938720.78,5535257353530.29,19846227292251.07,2017,05
2017-05-10,14312904082096.46,5533077567411.53,19845981649507.99,2017,05
2017-05-09,14299435294544.99,5546589131294.25,19846024425839.24,2017,05
2017-05-08,14305061877082.93,5541005323739.80,19846067200822.73,2017,05
2017-05-05,14311376945689.99,5534818575636.20,19846195521326.19,2017,05
2017-05-04,14311633308614.24,5534604982928.35,19846238291542.59,2017,05
2017-05-03,14318594693410.98,5527408618124.73,19846003311535.71,2017,05
2017-05-02,14305283387282.09,5540761921910.10,19846045309192.19,2017,05
2017-05-01,14323288296038.26,5522799009459.94,19846087305498.20,2017,05
2017-04-28,14293344777463.61,5552784531172.11,19846129308635.72,2017,04
2017-04-27,14297979002617.38,5548512743228.56,19846491745845.94,2017,04
2017-04-26,14302205452495.14,5543838983988.51,19846044436483.65,2017,04
2017-04-25,14294148093981.59,5551937885014.07,19846085978995.66,2017,04
2017-04-24,14304727434255.00,5541400085862.48,19846127520117.48,2017,04
2017-04-21,14316448297578.41,5529803844010.85,19846252141589.26,2017,04
2017-04-20,14319510296937.08,5526783380500.72,19846293677437.80,2017,04
2017-04-19,14323623827289.64,5522440859133.26,19846064686422.90,2017,04
